archive_name,image_path,prefix,weather,density,time,visibility,agent_id,frame_id,camera_id
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000105_camera0.png,rcnj,cn,s,night,clear,-1,000105,camera0
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000086_camera1.png,rcnj,cn,s,night,clear,-1,000086,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000200_camera0.png,rcnj,cn,s,night,clear,-1,000200,camera0
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000152_camera2.png,rcnj,cn,s,night,clear,-1,000152,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000122_camera2.png,rcnj,cn,s,night,clear,-1,000122,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000227_camera2.png,rcnj,cn,s,night,clear,-1,000227,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000205_camera0.png,rcnj,cn,s,night,clear,-1,000205,camera0
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000100_camera0.png,rcnj,cn,s,night,clear,-1,000100,camera0
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000170_camera0.png,rcnj,cn,s,night,clear,-1,000170,camera0
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000077_camera2.png,rcnj,cn,s,night,clear,-1,000077,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000191_camera1.png,rcnj,cn,s,night,clear,-1,000191,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000222_camera2.png,rcnj,cn,s,night,clear,-1,000222,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000198_camera3.png,rcnj,cn,s,night,clear,-1,000198,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000127_camera2.png,rcnj,cn,s,night,clear,-1,000127,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000157_camera2.png,rcnj,cn,s,night,clear,-1,000157,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000132_camera2.png,rcnj,cn,s,night,clear,-1,000132,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000142_camera2.png,rcnj,cn,s,night,clear,-1,000142,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000237_camera2.png,rcnj,cn,s,night,clear,-1,000237,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000247_camera2.png,rcnj,cn,s,night,clear,-1,000247,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000096_camera1.png,rcnj,cn,s,night,clear,-1,000096,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000115_camera0.png,rcnj,cn,s,night,clear,-1,000115,camera0
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000062_camera2.png,rcnj,cn,s,night,clear,-1,000062,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000165_camera0.png,rcnj,cn,s,night,clear,-1,000165,camera0
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000083_camera3.png,rcnj,cn,s,night,clear,-1,000083,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000210_camera0.png,rcnj,cn,s,night,clear,-1,000210,camera0
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000221_camera1.png,rcnj,cn,s,night,clear,-1,000221,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000166_camera1.png,rcnj,cn,s,night,clear,-1,000166,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000228_camera3.png,rcnj,cn,s,night,clear,-1,000228,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000103_camera3.png,rcnj,cn,s,night,clear,-1,000103,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000116_camera1.png,rcnj,cn,s,night,clear,-1,000116,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000095_camera0.png,rcnj,cn,s,night,clear,-1,000095,camera0
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000192_camera2.png,rcnj,cn,s,night,clear,-1,000192,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000173_camera3.png,rcnj,cn,s,night,clear,-1,000173,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000138_camera3.png,rcnj,cn,s,night,clear,-1,000138,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000213_camera3.png,rcnj,cn,s,night,clear,-1,000213,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000148_camera3.png,rcnj,cn,s,night,clear,-1,000148,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000206_camera1.png,rcnj,cn,s,night,clear,-1,000206,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000187_camera2.png,rcnj,cn,s,night,clear,-1,000187,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000080_camera0.png,rcnj,cn,s,night,clear,-1,000080,camera0
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000061_camera1.png,rcnj,cn,s,night,clear,-1,000061,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000068_camera3.png,rcnj,cn,s,night,clear,-1,000068,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000131_camera1.png,rcnj,cn,s,night,clear,-1,000131,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000141_camera1.png,rcnj,cn,s,night,clear,-1,000141,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000163_camera3.png,rcnj,cn,s,night,clear,-1,000163,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000182_camera2.png,rcnj,cn,s,night,clear,-1,000182,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000085_camera0.png,rcnj,cn,s,night,clear,-1,000085,camera0
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000106_camera1.png,rcnj,cn,s,night,clear,-1,000106,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000248_camera3.png,rcnj,cn,s,night,clear,-1,000248,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000113_camera3.png,rcnj,cn,s,night,clear,-1,000113,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000176_camera1.png,rcnj,cn,s,night,clear,-1,000176,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000238_camera3.png,rcnj,cn,s,night,clear,-1,000238,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000241_camera1.png,rcnj,cn,s,night,clear,-1,000241,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000231_camera1.png,rcnj,cn,s,night,clear,-1,000231,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000078_camera3.png,rcnj,cn,s,night,clear,-1,000078,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000151_camera1.png,rcnj,cn,s,night,clear,-1,000151,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000121_camera1.png,rcnj,cn,s,night,clear,-1,000121,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000158_camera3.png,rcnj,cn,s,night,clear,-1,000158,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000216_camera1.png,rcnj,cn,s,night,clear,-1,000216,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000203_camera3.png,rcnj,cn,s,night,clear,-1,000203,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000128_camera3.png,rcnj,cn,s,night,clear,-1,000128,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000071_camera1.png,rcnj,cn,s,night,clear,-1,000071,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000090_camera0.png,rcnj,cn,s,night,clear,-1,000090,camera0
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000197_camera2.png,rcnj,cn,s,night,clear,-1,000197,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000156_camera1.png,rcnj,cn,s,night,clear,-1,000156,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000218_camera3.png,rcnj,cn,s,night,clear,-1,000218,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000133_camera3.png,rcnj,cn,s,night,clear,-1,000133,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000126_camera1.png,rcnj,cn,s,night,clear,-1,000126,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000143_camera3.png,rcnj,cn,s,night,clear,-1,000143,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000211_camera1.png,rcnj,cn,s,night,clear,-1,000211,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000076_camera1.png,rcnj,cn,s,night,clear,-1,000076,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000063_camera3.png,rcnj,cn,s,night,clear,-1,000063,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000082_camera2.png,rcnj,cn,s,night,clear,-1,000082,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000185_camera0.png,rcnj,cn,s,night,clear,-1,000185,camera0
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000101_camera1.png,rcnj,cn,s,night,clear,-1,000101,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000171_camera1.png,rcnj,cn,s,night,clear,-1,000171,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000190_camera0.png,rcnj,cn,s,night,clear,-1,000190,camera0
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000097_camera2.png,rcnj,cn,s,night,clear,-1,000097,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000108_camera3.png,rcnj,cn,s,night,clear,-1,000108,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000246_camera1.png,rcnj,cn,s,night,clear,-1,000246,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000223_camera3.png,rcnj,cn,s,night,clear,-1,000223,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000178_camera3.png,rcnj,cn,s,night,clear,-1,000178,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000236_camera1.png,rcnj,cn,s,night,clear,-1,000236,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000201_camera1.png,rcnj,cn,s,night,clear,-1,000201,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000195_camera0.png,rcnj,cn,s,night,clear,-1,000195,camera0
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000092_camera2.png,rcnj,cn,s,night,clear,-1,000092,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000073_camera3.png,rcnj,cn,s,night,clear,-1,000073,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000066_camera1.png,rcnj,cn,s,night,clear,-1,000066,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000153_camera3.png,rcnj,cn,s,night,clear,-1,000153,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000136_camera1.png,rcnj,cn,s,night,clear,-1,000136,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000123_camera3.png,rcnj,cn,s,night,clear,-1,000123,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000146_camera1.png,rcnj,cn,s,night,clear,-1,000146,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000208_camera3.png,rcnj,cn,s,night,clear,-1,000208,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000243_camera3.png,rcnj,cn,s,night,clear,-1,000243,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000168_camera3.png,rcnj,cn,s,night,clear,-1,000168,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000226_camera1.png,rcnj,cn,s,night,clear,-1,000226,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000233_camera3.png,rcnj,cn,s,night,clear,-1,000233,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000118_camera3.png,rcnj,cn,s,night,clear,-1,000118,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000087_camera2.png,rcnj,cn,s,night,clear,-1,000087,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000180_camera0.png,rcnj,cn,s,night,clear,-1,000180,camera0
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000161_camera1.png,rcnj,cn,s,night,clear,-1,000161,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000111_camera1.png,rcnj,cn,s,night,clear,-1,000111,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000150_camera0.png,rcnj,cn,s,night,clear,-1,000150,camera0
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000120_camera0.png,rcnj,cn,s,night,clear,-1,000120,camera0
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000098_camera3.png,rcnj,cn,s,night,clear,-1,000098,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000225_camera0.png,rcnj,cn,s,night,clear,-1,000225,camera0
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000070_camera0.png,rcnj,cn,s,night,clear,-1,000070,camera0
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000177_camera2.png,rcnj,cn,s,night,clear,-1,000177,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000091_camera1.png,rcnj,cn,s,night,clear,-1,000091,camera1
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000107_camera2.png,rcnj,cn,s,night,clear,-1,000107,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000202_camera2.png,rcnj,cn,s,night,clear,-1,000202,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000217_camera2.png,rcnj,cn,s,night,clear,-1,000217,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000162_camera2.png,rcnj,cn,s,night,clear,-1,000162,camera2
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000065_camera0.png,rcnj,cn,s,night,clear,-1,000065,camera0
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000183_camera3.png,rcnj,cn,s,night,clear,-1,000183,camera3
rcnj_cn_s,/Users/tjards/Library/CloudStorage/Dropbox/adjunctQueens/code/pytorch_project_advercity/data/sampled/rcnj_cn_s/-1/000112_camera2.png,rcnj,cn,s,night,clear,-1,000112,camera2
